Ciudad Entidad,Departamento Entidad,Fecha,Valor real,Valor Proyectado,Tamaño valor extraño,Similitud de valor,veces la predicción
ARGELIA,VALLE DEL CAUCA,2023,1.527394331359878,6.0923602104187005,-0.04605120678163552,0.6620842832043429,3.165604621597722
ARJONA,BOLÍVAR,2023,2229.591077685073,798.4994767904284,2.7334840344540376,30.396569603122494,10483.489806973828
ARMENIA,ANTIOQUIA,2023,1292.90405617767,780.9345364570615,-1.1622205700345325,3.3597707105217967,233.48664701744096
ARMENIA,QUINDÍO,2023,35864.26962242984,40132.404989256705,-191.85848757815378,757.6244185537164,15754.291394292632
ARMERO,TOLIMA,2023,377.5664229058949,380.54974358081824,-1.657278786568625,7.742523707740223,687.7878476054082
ARROYOHONDO,BOLÍVAR,2023,34.226508493827836,215.5146273136139,-1.7146182035052915,4.964147739232425,51.426008922817935
ASTREA,CESAR,2023,84.35358076839637,214.38000815510753,-1.4882093169432027,6.447897474030424,50.827557389447925
ATACO,TOLIMA,2023,10.419638819750528,44.211671292781844,-0.3370605967851181,1.210152179495394,25.047661039282477
AYAPEL,CÓRDOBA,2023,190.70590226425298,324.07133226394654,-1.9766229119444612,10.071623099412214,80.74815904546291
BAHÍA SOLANO,CHOCÓ,2023,23.83660850455566,23.56883850097655,-0.10068588636563985,1.6747853961355692,72.51375952115866
